record_id,redacted_data_json,is_pii
358,"{""kubernetes_pod"": ""api-deployment-abc123"", ""cpu_usage"": ""65%"", ""memory_usage"": ""512MB""}",False
359,"{""docker_image"": ""app:v1.2.3"", ""size"": ""150MB"", ""layers"": 8}",False
360,"{""git_branch"": ""feature/new-ui"", ""commits_ahead"": 5, ""merge_conflicts"": ""false""}",False
361,"{""network_interface"": ""eth0"", ""bytes_in"": 1048576, ""bytes_out"": 524288}",False
362,"{""file_system"": ""/dev/sda1"", ""total_space"": ""100GB"", ""free_space"": ""25GB""}",False
363,"{""process_id"": ""12345"", ""cpu_time"": ""2.5s"", ""memory_usage"": ""256MB""}",False
364,"{""thread_pool"": ""worker_threads"", ""active_threads"": 8, ""queue_size"": 15}",False
365,"{""garbage_collection"": ""G1GC"", ""pause_time"": ""10ms"", ""frequency"": ""every_30s""}",False
366,"{""connection_string"": ""postgresql://localhost:5432/app_db"", ""max_connections"": 100, ""current_connections"": 45}",False
367,"{""search_index"": ""products_v2"", ""document_count"": 1000000, ""size"": ""2.1GB""}",False
368,"{""message_broker"": ""RabbitMQ"", ""exchange_type"": ""topic"", ""routing_key"": ""order.created""}",False
369,"{""streaming_platform"": ""Apache Kafka"", ""partition_count"": 12, ""replication_factor"": 3}",False
370,"{""container_orchestrator"": ""Kubernetes"", ""namespace"": ""production"", ""pod_count"": 25}",False
371,"{""microservice_architecture"": ""event_driven"", ""service_count"": 15, ""communication"": ""async""}",False
372,"{""api_gateway"": ""Kong"", ""rate_limiting"": ""1000_rpm"", ""authentication"": ""JWT""}",False
373,"{""service_mesh"": ""Istio"", ""sidecar_proxy"": ""Envoy"", ""mTLS_enabled"": ""true""}",False
374,"{""observability_stack"": ""ELK"", ""log_retention"": ""30_days"", ""alert_rules"": 25}",False
375,"{""aadhar"": ""78XXXXXXXX81""}",True
376,"{""name"": ""AXXXX KXXXXX"", ""email"": ""arXXX@film.in"", ""address"": ""[REDACTED_PII]""}",True
377,"{""phone"": ""98XXXXXX10""}",True
378,"{""upi_id"": ""arXXXXXX@paytm""}",True
379,"{""passport"": ""PXXXXX43""}",True
380,"{""phone"": ""87XXXXXX09"", ""name"": ""SXXXX GXXXX"", ""email"": ""soXXX@personal.in""}",True
381,"{""aadhar"": ""89XXXXXXXX90""}",True
382,"{""name"": ""VXXXXX SXXXX"", ""address"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
383,"{""phone"": ""76XXXXXX98""}",True
384,"{""upi_id"": ""viXXXX@okaxis""}",True
385,"{""passport"": ""LXXXXX67""}",True
386,"{""name"": ""MXXXX SXXXXX"", ""email"": ""meXXX@office.com""}",True
387,"{""aadhar"": ""90XXXXXXXX01""}",True
388,"{""phone"": ""89XXXXXX67"", ""name"": ""RXXXX SXXXXX"", ""address"": ""[REDACTED_PII]""}",True
389,"{""phone"": ""67XXXXXX45""}",True
390,"{""upi_id"": ""roXXXXXX@ybl""}",True
391,"{""passport"": ""AXXXXX32""}",True
392,"{""name"": ""KXXXX MXXXXXXX"", ""email"": ""kaXXX@actress.in"", ""ip_address"": ""[REDACTED_PII]""}",True
393,"{""aadhar"": ""01XXXXXXXX12""}",True
394,"{""name"": ""AXXX DXXXXX"", ""email"": ""ajXXX@action.com"", ""address"": ""[REDACTED_PII]""}",True
395,"{""phone"": ""92XXXXXX01""}",True
396,"{""upi_id"": ""ajXX@icici""}",True
397,"{""passport"": ""HXXXXX43""}",True
398,"{""phone"": ""81XXXXXX89"", ""name"": ""TXXX KXXX"", ""email"": ""taXXX@versatile.in""}",True
399,"{""aadhar"": ""12XXXXXXXX23""}",True
400,"{""name"": ""NXXXXXXXXX SXXXXXXX"", ""address"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
401,"{""phone"": ""78XXXXXX56""}",True
402,"{""upi_id"": ""naXXX@sbi""}",True
403,"{""passport"": ""TXXXXX01""}",True
404,"{""name"": ""KXXXXXX SXX"", ""email"": ""koXXX@independent.in"", ""device_id"": ""XXXXXX789""}",True
405,"{""aadhar"": ""23XXXXXXXX34""}",True
406,"{""phone"": ""69XXXXXX78"", ""name"": ""IXXXXX KXXX"", ""address"": ""[REDACTED_PII]""}",True
407,"{""phone"": ""95XXXXXX34""}",True
408,"{""upi_id"": ""irXXXX@phonepe""}",True
409,"{""passport"": ""KXXXXX32""}",True
410,"{""name"": ""PXXXXX TXXXXXXX"", ""email"": ""paXXX@character.in"", ""ip_address"": ""[REDACTED_PII]""}",True
411,"{""aadhar"": ""34XXXXXXXX45""}",True
412,"{""name"": ""RXXXXXX AXXX"", ""email"": ""raXXX@bold.com"", ""address"": ""[REDACTED_PII]""}",True
413,"{""phone"": ""84XXXXXX12""}",True
414,"{""upi_id"": ""raXXXXX@unionbank""}",True
415,"{""passport"": ""RXXXXX78""}",True
416,"{""phone"": ""73XXXXXX01"", ""name"": ""AXXXXXXXX KXXXXXXX"", ""email"": ""ayXXX@versatile.in""}",True
417,"{""aadhar"": ""45XXXXXXXX56""}",True
418,"{""name"": ""BXXXX PXXXXXXX"", ""address"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
419,"{""phone"": ""96XXXXXX34""}",True
420,"{""upi_id"": ""bhXXX@kotak""}",True
421,"{""passport"": ""SXXXXX45""}",True
422,"{""name"": ""RXXXXXXXX RXX"", ""email"": ""raXXX@method.in""}",True
423,"{""aadhar"": ""56XXXXXXXX67""}",True
424,"{""phone"": ""87XXXXXX45"", ""name"": ""KXXXX SXXXX"", ""address"": ""[REDACTED_PII]""}",True
425,"{""phone"": ""67XXXXXX45""}",True
426,"{""upi_id"": ""krXXX@yesbank""}",True
427,"{""passport"": ""CXXXXX12""}",True
428,"{""name"": ""KXXXXX AXXXXX"", ""email"": ""kaXXX@comedy.in"", ""ip_address"": ""[REDACTED_PII]""}",True
429,"{""aadhar"": ""67XXXXXXXX78""}",True
430,"{""name"": ""AXXXXX PXXXXX"", ""email"": ""anXXXX@gen_z.com"", ""address"": ""[REDACTED_PII]""}",True
431,"{""phone"": ""78XXXXXX56""}",True
432,"{""upi_id"": ""anXXXX@hdfcbank""}",True
433,"{""passport"": ""NXXXXX89""}",True
434,"{""phone"": ""89XXXXXX67"", ""name"": ""TXXXX SXXXXX"", ""email"": ""tiXXX@action.in""}",True
435,"{""aadhar"": ""78XXXXXXXX89""}",True
436,"{""name"": ""DXXXX PXXXXX"", ""address"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
437,"{""phone"": ""90XXXXXX78""}",True
438,"{""upi_id"": ""diXXX@axis""}",True
439,"{""passport"": ""DXXXXX23""}",True
440,"{""name"": ""VXXXX KXXXXXX"", ""email"": ""viXXX@intense.in"", ""device_id"": ""XXXXXXX123""}",True
441,"{""aadhar"": ""89XXXXXXXX90""}",True
442,"{""phone"": ""71XXXXXX90"", ""name"": ""KXXXX AXXXXX"", ""address"": ""[REDACTED_PII]""}",True
443,"{""phone"": ""82XXXXXX90""}",True
444,"{""upi_id"": ""kiXXX@indianbank""}",True
445,"{""passport"": ""VXXXXX90""}",True
446,"{""name"": ""SXXXXXXX MXXXXXXX"", ""email"": ""siXXX@romantic.in"", ""ip_address"": ""[REDACTED_PII]""}",True
447,"{""aadhar"": ""90XXXXXXXX01""}",True
448,"{""name"": ""SXXXXXXX KXXXXX"", ""email"": ""shXXX@melodious.com"", ""address"": ""[REDACTED_PII]""}",True
449,"{""phone"": ""93XXXXXX12""}",True
450,"{""upi_id"": ""shXXXXXX@pnb""}",True
451,"{""passport"": ""UXXXXX34""}",True
452,"{""phone"": ""84XXXXXX12"", ""name"": ""VXXXX SXXXXX"", ""email"": ""vaXXX@comedy.in""}",True
453,"{""aadhar"": ""01XXXXXXXX12""}",True
454,"{""name"": ""JXXXXX KXXXXX"", ""address"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
455,"{""phone"": ""75XXXXXX23""}",True
456,"{""upi_id"": ""jaXXXX@canara""}",True
457,"{""passport"": ""FXXXXX01""}",True
458,"{""name"": ""AXXXX RXXXX"", ""email"": ""arXXX@intense.in""}",True
459,"{""aadhar"": ""12XXXXXXXX23""}",True
460,"{""phone"": ""96XXXXXX34"", ""name"": ""RXXXXXXX MXXXXXXX"", ""address"": ""[REDACTED_PII]""}",True
461,"{""phone"": ""68XXXXXX56""}",True
462,"{""upi_id"": ""raXXXXXX@sbi""}",True
463,"{""passport"": ""GXXXXX12""}",True
464,"{""name"": ""AXXX AXXXX"", ""email"": ""alXXX@stylish.in"", ""ip_address"": ""[REDACTED_PII]""}",True
465,"{""aadhar"": ""23XXXXXXXX34""}",True
466,"{""name"": ""SXXXXXXX AXXXXXXX"", ""email"": ""saXXX@versatile.in"", ""address"": ""[REDACTED_PII]""}",True
467,"{""phone"": ""89XXXXXX67""}",True
468,"{""upi_id"": ""saXXXXXX@hdfc""}",True
469,"{""passport"": ""IXXXXX45""}",True
470,"{""phone"": ""72XXXXXX90"", ""name"": ""RXX CXXXXX"", ""email"": ""raXXX@megastar.in""}",True
471,"{""aadhar"": ""34XXXXXXXX45""}",True
472,"{""name"": ""JX NXX"", ""address"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
473,"{""phone"": ""83XXXXXX01""}",True
474,"{""upi_id"": ""ntX@andhra""}",True
475,"{""passport"": ""JXXXXX56""}",True
476,"{""name"": ""MXXXXX BXXX"", ""email"": ""maXXX@superstar.in"", ""device_id"": ""XXXXXX123""}",True
477,"{""aadhar"": ""45XXXXXXXX56""}",True
478,"{""phone"": ""94XXXXXX12"", ""name"": ""PXXXXXX RXXX"", ""address"": ""[REDACTED_PII]""}",True
479,"{""phone"": ""76XXXXXX34""}",True
480,"{""upi_id"": ""prXXXXX@federal""}",True
481,"{""passport"": ""BXXXXX89""}",True
482,"{""name"": ""RXXX DXXXXXXXX"", ""email"": ""raXXX@versatile.in"", ""ip_address"": ""[REDACTED_PII]""}",True
483,"{""aadhar"": ""56XXXXXXXX67""}",True
484,"{""name"": ""AXXXXXX SXXXXX"", ""email"": ""anXXX@baahubali.in"", ""address"": ""[REDACTED_PII]""}",True
485,"{""phone"": ""85XXXXXX23""}",True
486,"{""upi_id"": ""anXXXXX@karnataka""}",True
487,"{""passport"": ""EXXXXX90""}",True
488,"{""phone"": ""97XXXXXX45"", ""name"": ""TXXXXXXXX BXXXXX"", ""email"": ""taXXX@glamorous.in""}",True
489,"{""aadhar"": ""67XXXXXXXX78""}",True
490,"{""name"": ""KXXXX AXXXXXXX"", ""address"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
491,"{""phone"": ""61XXXXXX89""}",True
492,"{""upi_id"": ""kaXXX@punjab""}",True
493,"{""passport"": ""LXXXXX23""}",True
494,"{""name"": ""RXXXX PXXXX SXXXX"", ""email"": ""raXXX@fitness.in""}",True
495,"{""aadhar"": ""78XXXXXXXX89""}",True
496,"{""phone"": ""82XXXXXX90"", ""name"": ""PXXXX HXXXX"", ""address"": ""[REDACTED_PII]""}",True
497,"{""phone"": ""78XXXXXX56""}",True
498,"{""upi_id"": ""poXXX@maharashtra""}",True
499,"{""passport"": ""MXXXXX34""}",True
500,"{""name"": ""RXXXXX CXXXXXXXX"", ""email"": ""reXXX@multilingual.in"", ""ip_address"": ""[REDACTED_PII]""}",True
